calendar,calendar,site_code,product_code,stock_distributed
2018-08-01,2018-08-01,C1082,AS27132,1.0
2018-09-01,2018-09-01,C1082,AS27132,1.0
2016-01-01,2016-01-01,C1082,AS27133,1.0
2016-02-01,2016-02-01,C1082,AS27133,1.0
2016-03-01,2016-03-01,C1082,AS27133,1.0
2016-04-01,2016-04-01,C1082,AS27133,1.0
2016-05-01,2016-05-01,C1082,AS27133,1.0
2016-06-01,2016-06-01,C1082,AS27133,1.0
2016-07-01,2016-07-01,C1082,AS27133,1.0
2016-08-01,2016-08-01,C1082,AS27133,1.0
2016-09-01,2016-09-01,C1082,AS27133,99.0
2016-10-01,2016-10-01,C1082,AS27133,81.0
2016-11-01,2016-11-01,C1082,AS27133,48.0
2016-12-01,2016-12-01,C1082,AS27133,107.0
2017-01-01,2017-01-01,C1082,AS27133,70.0
2017-02-01,2017-02-01,C1082,AS27133,65.0
2017-03-01,2017-03-01,C1082,AS27133,99.0
2017-04-01,2017-04-01,C1082,AS27133,59.0
2017-05-01,2017-05-01,C1082,AS27133,58.0
2017-06-01,2017-06-01,C1082,AS27133,49.0
2017-07-01,2017-07-01,C1082,AS27133,1.0
2017-08-01,2017-08-01,C1082,AS27133,1.0
2017-09-01,2017-09-01,C1082,AS27133,1.0
2017-10-01,2017-10-01,C1082,AS27133,1.0
2017-11-01,2017-11-01,C1082,AS27133,1.0
2017-12-01,2017-12-01,C1082,AS27133,1.0
2018-01-01,2018-01-01,C1082,AS27133,1.0
2018-02-01,2018-02-01,C1082,AS27133,51.0
2018-03-01,2018-03-01,C1082,AS27133,77.0
2018-04-01,2018-04-01,C1082,AS27133,63.0
2018-05-01,2018-05-01,C1082,AS27133,20.0
2018-06-01,2018-06-01,C1082,AS27133,74.0
2018-07-01,2018-07-01,C1082,AS27133,79.0
2018-08-01,2018-08-01,C1082,AS27133,37.0
2018-09-01,2018-09-01,C1082,AS27133,36.0
2016-01-01,2016-01-01,C1082,AS27134,101.0
2016-02-01,2016-02-01,C1082,AS27134,29.0
2016-03-01,2016-03-01,C1082,AS27134,91.0
2016-04-01,2016-04-01,C1082,AS27134,91.0
2016-05-01,2016-05-01,C1082,AS27134,71.0
2016-06-01,2016-06-01,C1082,AS27134,94.0
2016-07-01,2016-07-01,C1082,AS27134,52.0
2016-08-01,2016-08-01,C1082,AS27134,85.0
2016-09-01,2016-09-01,C1082,AS27134,45.0
2016-10-01,2016-10-01,C1082,AS27134,42.0
2016-11-01,2016-11-01,C1082,AS27134,62.0
2016-12-01,2016-12-01,C1082,AS27134,62.0
2017-01-01,2017-01-01,C1082,AS27134,39.0
2017-02-01,2017-02-01,C1082,AS27134,29.0
2017-03-01,2017-03-01,C1082,AS27134,27.0
2017-04-01,2017-04-01,C1082,AS27134,33.0
2017-05-01,2017-05-01,C1082,AS27134,44.0
2017-06-01,2017-06-01,C1082,AS27134,46.0
2017-07-01,2017-07-01,C1082,AS27134,36.0
2017-08-01,2017-08-01,C1082,AS27134,122.0
2017-09-01,2017-09-01,C1082,AS27134,47.0
2017-10-01,2017-10-01,C1082,AS27134,90.0
2017-11-01,2017-11-01,C1082,AS27134,37.0
2017-12-01,2017-12-01,C1082,AS27134,60.0
2018-01-01,2018-01-01,C1082,AS27134,29.0
2018-02-01,2018-02-01,C1082,AS27134,35.0
2018-03-01,2018-03-01,C1082,AS27134,56.0
2018-04-01,2018-04-01,C1082,AS27134,53.0
2018-05-01,2018-05-01,C1082,AS27134,109.0
2018-06-01,2018-06-01,C1082,AS27134,47.0
2018-07-01,2018-07-01,C1082,AS27134,49.0
2018-08-01,2018-08-01,C1082,AS27134,46.0
2018-09-01,2018-09-01,C1082,AS27134,36.0
2016-01-01,2016-01-01,C1082,AS27137,1.0
2016-02-01,2016-02-01,C1082,AS27137,1.0
2016-03-01,2016-03-01,C1082,AS27137,1.0
2016-04-01,2016-04-01,C1082,AS27137,1.0
2016-05-01,2016-05-01,C1082,AS27137,1.0
2016-06-01,2016-06-01,C1082,AS27137,1.0
2016-07-01,2016-07-01,C1082,AS27137,1.0
2016-08-01,2016-08-01,C1082,AS27137,1.0
2016-09-01,2016-09-01,C1082,AS27137,1.0
2016-10-01,2016-10-01,C1082,AS27137,1.0
2016-11-01,2016-11-01,C1082,AS27137,1.0
2016-12-01,2016-12-01,C1082,AS27137,1.0
2017-01-01,2017-01-01,C1082,AS27137,1.0
2017-02-01,2017-02-01,C1082,AS27137,1.0
2017-03-01,2017-03-01,C1082,AS27137,7.0
2017-04-01,2017-04-01,C1082,AS27137,5.0
2017-05-01,2017-05-01,C1082,AS27137,1.0
2017-06-01,2017-06-01,C1082,AS27137,7.0
2017-07-01,2017-07-01,C1082,AS27137,12.0
2017-08-01,2017-08-01,C1082,AS27137,4.0
2017-09-01,2017-09-01,C1082,AS27137,10.0
2017-10-01,2017-10-01,C1082,AS27137,8.0
2017-11-01,2017-11-01,C1082,AS27137,5.0
2017-12-01,2017-12-01,C1082,AS27137,1.0
2018-01-01,2018-01-01,C1082,AS27137,2.0
2018-02-01,2018-02-01,C1082,AS27137,5.0
2018-03-01,2018-03-01,C1082,AS27137,6.0
2018-04-01,2018-04-01,C1082,AS27137,6.0
2018-05-01,2018-05-01,C1082,AS27137,5.0
2018-06-01,2018-06-01,C1082,AS27137,6.0
2018-07-01,2018-07-01,C1082,AS27137,6.0
2018-08-01,2018-08-01,C1082,AS27137,9.0
2018-09-01,2018-09-01,C1082,AS27137,4.0
2016-01-01,2016-01-01,C1082,AS27138,1.0
2016-02-01,2016-02-01,C1082,AS27138,1.0
2016-03-01,2016-03-01,C1082,AS27138,1.0
2016-04-01,2016-04-01,C1082,AS27138,1.0
2016-05-01,2016-05-01,C1082,AS27138,1.0
2016-06-01,2016-06-01,C1082,AS27138,1.0
2016-07-01,2016-07-01,C1082,AS27138,1.0
2016-08-01,2016-08-01,C1082,AS27138,1.0
2016-09-01,2016-09-01,C1082,AS27138,1.0
2016-10-01,2016-10-01,C1082,AS27138,1.0
2016-11-01,2016-11-01,C1082,AS27138,1.0
2016-12-01,2016-12-01,C1082,AS27138,1.0
2017-01-01,2017-01-01,C1082,AS27138,1.0
2017-02-01,2017-02-01,C1082,AS27138,1.0
2017-03-01,2017-03-01,C1082,AS27138,1.0
2017-04-01,2017-04-01,C1082,AS27138,1.0
2017-05-01,2017-05-01,C1082,AS27138,1.0
2017-06-01,2017-06-01,C1082,AS27138,1.0
2017-07-01,2017-07-01,C1082,AS27138,1.0
2017-08-01,2017-08-01,C1082,AS27138,1.0
2017-09-01,2017-09-01,C1082,AS27138,1.0
2017-10-01,2017-10-01,C1082,AS27138,1.0
2017-11-01,2017-11-01,C1082,AS27138,1.0
2017-12-01,2017-12-01,C1082,AS27138,1.0
2018-01-01,2018-01-01,C1082,AS27138,1.0
2018-02-01,2018-02-01,C1082,AS27138,1.0
2018-03-01,2018-03-01,C1082,AS27138,1.0
2018-04-01,2018-04-01,C1082,AS27138,1.0
2018-05-01,2018-05-01,C1082,AS27138,8.0
2018-06-01,2018-06-01,C1082,AS27138,5.0
2018-07-01,2018-07-01,C1082,AS27138,2.0
2018-08-01,2018-08-01,C1082,AS27138,6.0
2018-09-01,2018-09-01,C1082,AS27138,2.0
2016-01-01,2016-01-01,C1083,AS27000,1.0
2016-02-01,2016-02-01,C1083,AS27000,1.0
2016-03-01,2016-03-01,C1083,AS27000,1.0
2016-04-01,2016-04-01,C1083,AS27000,1.0
2016-05-01,2016-05-01,C1083,AS27000,1.0
2016-06-01,2016-06-01,C1083,AS27000,1.0
2016-07-01,2016-07-01,C1083,AS27000,1.0
2016-08-01,2016-08-01,C1083,AS27000,1.0
2016-09-01,2016-09-01,C1083,AS27000,1.0
2016-10-01,2016-10-01,C1083,AS27000,1.0
2016-11-01,2016-11-01,C1083,AS27000,1.0
2016-12-01,2016-12-01,C1083,AS27000,1.0
2017-01-01,2017-01-01,C1083,AS27000,1.0
2017-02-01,2017-02-01,C1083,AS27000,1.0
2017-03-01,2017-03-01,C1083,AS27000,1.0
2017-04-01,2017-04-01,C1083,AS27000,1.0
2017-05-01,2017-05-01,C1083,AS27000,1.0
2017-06-01,2017-06-01,C1083,AS27000,1.0
2017-07-01,2017-07-01,C1083,AS27000,1.0
2017-08-01,2017-08-01,C1083,AS27000,1.0
2017-09-01,2017-09-01,C1083,AS27000,1.0
2017-10-01,2017-10-01,C1083,AS27000,1.0
2017-11-01,2017-11-01,C1083,AS27000,1.0
2017-12-01,2017-12-01,C1083,AS27000,1.0
2018-01-01,2018-01-01,C1083,AS27000,1.0
2018-02-01,2018-02-01,C1083,AS27000,1.0
2018-03-01,2018-03-01,C1083,AS27000,1.0
2018-04-01,2018-04-01,C1083,AS27000,2.0
2018-05-01,2018-05-01,C1083,AS27000,1.0
2018-06-01,2018-06-01,C1083,AS27000,1.0
2018-07-01,2018-07-01,C1083,AS27000,1.0
2018-08-01,2018-08-01,C1083,AS27000,2.0
2018-09-01,2018-09-01,C1083,AS27000,1.0
2016-01-01,2016-01-01,C1083,AS27133,67.0
2016-02-01,2016-02-01,C1083,AS27133,6.0
2016-03-01,2016-03-01,C1083,AS27133,1.0
2016-04-01,2016-04-01,C1083,AS27133,1.0
2016-05-01,2016-05-01,C1083,AS27133,1.0
2016-06-01,2016-06-01,C1083,AS27133,1.0
2016-07-01,2016-07-01,C1083,AS27133,1.0
2016-08-01,2016-08-01,C1083,AS27133,1.0
2016-09-01,2016-09-01,C1083,AS27133,2.0
2016-10-01,2016-10-01,C1083,AS27133,57.0
2016-11-01,2016-11-01,C1083,AS27133,30.0
2016-12-01,2016-12-01,C1083,AS27133,4.0
2017-01-01,2017-01-01,C1083,AS27133,39.0
2017-02-01,2017-02-01,C1083,AS27133,32.0
2017-03-01,2017-03-01,C1083,AS27133,61.0
2017-04-01,2017-04-01,C1083,AS27133,52.0
2017-05-01,2017-05-01,C1083,AS27133,28.0
2017-06-01,2017-06-01,C1083,AS27133,4.0
2017-07-01,2017-07-01,C1083,AS27133,2.0
2017-08-01,2017-08-01,C1083,AS27133,1.0
2017-09-01,2017-09-01,C1083,AS27133,1.0
2017-10-01,2017-10-01,C1083,AS27133,1.0
2017-11-01,2017-11-01,C1083,AS27133,126.0
2017-12-01,2017-12-01,C1083,AS27133,82.0
2018-01-01,2018-01-01,C1083,AS27133,26.0
2018-02-01,2018-02-01,C1083,AS27133,4.0
2018-03-01,2018-03-01,C1083,AS27133,27.0
2018-04-01,2018-04-01,C1083,AS27133,2.0
2018-05-01,2018-05-01,C1083,AS27133,1.0
2018-06-01,2018-06-01,C1083,AS27133,28.0
2018-07-01,2018-07-01,C1083,AS27133,28.0
2018-08-01,2018-08-01,C1083,AS27133,27.0
2018-09-01,2018-09-01,C1083,AS27133,1.0
2016-01-01,2016-01-01,C1083,AS27138,1.0
2016-02-01,2016-02-01,C1083,AS27138,1.0
2016-03-01,2016-03-01,C1083,AS27138,1.0
2016-04-01,2016-04-01,C1083,AS27138,1.0
2016-05-01,2016-05-01,C1083,AS27138,1.0
2016-06-01,2016-06-01,C1083,AS27138,1.0
2016-07-01,2016-07-01,C1083,AS27138,1.0
2016-08-01,2016-08-01,C1083,AS27138,1.0
2016-09-01,2016-09-01,C1083,AS27138,1.0
2016-10-01,2016-10-01,C1083,AS27138,1.0
2016-11-01,2016-11-01,C1083,AS27138,1.0
2016-12-01,2016-12-01,C1083,AS27138,1.0
2017-01-01,2017-01-01,C1083,AS27138,1.0
2017-02-01,2017-02-01,C1083,AS27138,1.0
2017-03-01,2017-03-01,C1083,AS27138,1.0
2017-04-01,2017-04-01,C1083,AS27138,1.0
2017-05-01,2017-05-01,C1083,AS27138,1.0
2017-06-01,2017-06-01,C1083,AS27138,1.0
2017-07-01,2017-07-01,C1083,AS27138,1.0
2017-08-01,2017-08-01,C1083,AS27138,1.0
2017-09-01,2017-09-01,C1083,AS27138,1.0
2017-10-01,2017-10-01,C1083,AS27138,1.0
2017-11-01,2017-11-01,C1083,AS27138,1.0
2017-12-01,2017-12-01,C1083,AS27138,1.0
2018-01-01,2018-01-01,C1083,AS27138,1.0
2018-02-01,2018-02-01,C1083,AS27138,1.0
2018-03-01,2018-03-01,C1083,AS27138,1.0
2018-04-01,2018-04-01,C1083,AS27138,1.0
2018-05-01,2018-05-01,C1083,AS27138,1.0
2018-06-01,2018-06-01,C1083,AS27138,1.0
2018-07-01,2018-07-01,C1083,AS27138,1.0
2018-08-01,2018-08-01,C1083,AS27138,1.0
2018-09-01,2018-09-01,C1083,AS27138,1.0
2016-01-01,2016-01-01,C1083,AS46000,1.0
2016-02-01,2016-02-01,C1083,AS46000,1.0
2016-03-01,2016-03-01,C1083,AS46000,1.0
2016-04-01,2016-04-01,C1083,AS46000,1.0
2016-05-01,2016-05-01,C1083,AS46000,79.0
2016-06-01,2016-06-01,C1083,AS46000,1.0
2016-07-01,2016-07-01,C1083,AS46000,1.0
2016-08-01,2016-08-01,C1083,AS46000,31.0
2016-09-01,2016-09-01,C1083,AS46000,181.0
2016-10-01,2016-10-01,C1083,AS46000,1.0
2016-11-01,2016-11-01,C1083,AS46000,1.0
2016-12-01,2016-12-01,C1083,AS46000,73.0
2017-01-01,2017-01-01,C1083,AS46000,58.0
2017-02-01,2017-02-01,C1083,AS46000,16.0
2017-03-01,2017-03-01,C1083,AS46000,37.0
2017-04-01,2017-04-01,C1083,AS46000,62.0
2017-05-01,2017-05-01,C1083,AS46000,49.0
2017-06-01,2017-06-01,C1083,AS46000,63.0
2017-07-01,2017-07-01,C1083,AS46000,88.0
2017-08-01,2017-08-01,C1083,AS46000,28.0
2017-09-01,2017-09-01,C1083,AS46000,19.0
2017-10-01,2017-10-01,C1083,AS46000,52.0
2017-11-01,2017-11-01,C1083,AS46000,28.0
2017-12-01,2017-12-01,C1083,AS46000,64.0
2018-01-01,2018-01-01,C1083,AS46000,49.0
2018-02-01,2018-02-01,C1083,AS46000,31.0
2018-03-01,2018-03-01,C1083,AS46000,43.0
2018-04-01,2018-04-01,C1083,AS46000,23.0
2018-05-01,2018-05-01,C1083,AS46000,37.0
2018-06-01,2018-06-01,C1083,AS46000,33.0
2018-07-01,2018-07-01,C1083,AS46000,59.0
2018-08-01,2018-08-01,C1083,AS46000,73.0
2018-09-01,2018-09-01,C1083,AS46000,45.0
2016-01-01,2016-01-01,C1084,AS17005,1.0
2016-02-01,2016-02-01,C1084,AS17005,1.0
2016-03-01,2016-03-01,C1084,AS17005,1.0
2016-04-01,2016-04-01,C1084,AS17005,1.0
2016-05-01,2016-05-01,C1084,AS17005,1.0
2016-06-01,2016-06-01,C1084,AS17005,1.0
2016-07-01,2016-07-01,C1084,AS17005,1.0
2016-08-01,2016-08-01,C1084,AS17005,1.0
2016-09-01,2016-09-01,C1084,AS17005,1.0
2016-10-01,2016-10-01,C1084,AS17005,2.0
2016-11-01,2016-11-01,C1084,AS17005,1.0
2016-12-01,2016-12-01,C1084,AS17005,3.0
2017-01-01,2017-01-01,C1084,AS17005,1.0
2017-02-01,2017-02-01,C1084,AS17005,3.0
2017-03-01,2017-03-01,C1084,AS17005,1.0
2017-04-01,2017-04-01,C1084,AS17005,1.0
2017-05-01,2017-05-01,C1084,AS17005,6.0
2017-06-01,2017-06-01,C1084,AS17005,1.0
2017-07-01,2017-07-01,C1084,AS17005,1.0
2017-08-01,2017-08-01,C1084,AS17005,1.0
2017-09-01,2017-09-01,C1084,AS17005,1.0
2017-10-01,2017-10-01,C1084,AS17005,1.0
2017-11-01,2017-11-01,C1084,AS17005,1.0
2017-12-01,2017-12-01,C1084,AS17005,1.0
2018-01-01,2018-01-01,C1084,AS17005,15.0
2018-02-01,2018-02-01,C1084,AS17005,1.0
2018-03-01,2018-03-01,C1084,AS17005,2.0
2018-04-01,2018-04-01,C1084,AS17005,1.0
2018-05-01,2018-05-01,C1084,AS17005,1.0
2018-06-01,2018-06-01,C1084,AS17005,1.0
2018-07-01,2018-07-01,C1084,AS17005,3.0
2018-08-01,2018-08-01,C1084,AS17005,1.0
2018-09-01,2018-09-01,C1084,AS17005,1.0
2016-01-01,2016-01-01,C1084,AS27000,1.0
2016-02-01,2016-02-01,C1084,AS27000,1.0
2016-03-01,2016-03-01,C1084,AS27000,52.0
2016-04-01,2016-04-01,C1084,AS27000,1.0
2016-05-01,2016-05-01,C1084,AS27000,1.0
2016-06-01,2016-06-01,C1084,AS27000,61.0
2016-07-01,2016-07-01,C1084,AS27000,53.0
2016-08-01,2016-08-01,C1084,AS27000,60.0
2016-09-01,2016-09-01,C1084,AS27000,26.0
2016-10-01,2016-10-01,C1084,AS27000,46.0
2016-11-01,2016-11-01,C1084,AS27000,52.0
2016-12-01,2016-12-01,C1084,AS27000,51.0
2017-01-01,2017-01-01,C1084,AS27000,49.0
2017-02-01,2017-02-01,C1084,AS27000,44.0
2017-03-01,2017-03-01,C1084,AS27000,26.0
2017-04-01,2017-04-01,C1084,AS27000,40.0
2017-05-01,2017-05-01,C1084,AS27000,22.0
2017-06-01,2017-06-01,C1084,AS27000,49.0
2017-07-01,2017-07-01,C1084,AS27000,8.0
2017-08-01,2017-08-01,C1084,AS27000,31.0
2017-09-01,2017-09-01,C1084,AS27000,31.0
2017-10-01,2017-10-01,C1084,AS27000,25.0
2017-11-01,2017-11-01,C1084,AS27000,39.0
2017-12-01,2017-12-01,C1084,AS27000,38.0
2018-01-01,2018-01-01,C1084,AS27000,41.0
2018-02-01,2018-02-01,C1084,AS27000,59.0
2018-03-01,2018-03-01,C1084,AS27000,20.0
2018-04-01,2018-04-01,C1084,AS27000,38.0
2018-05-01,2018-05-01,C1084,AS27000,59.0
2018-06-01,2018-06-01,C1084,AS27000,62.0
2018-07-01,2018-07-01,C1084,AS27000,32.0
2018-08-01,2018-08-01,C1084,AS27000,61.0
2018-09-01,2018-09-01,C1084,AS27000,50.0
2016-01-01,2016-01-01,C1084,AS27132,16.0
2016-02-01,2016-02-01,C1084,AS27132,1.0
2016-03-01,2016-03-01,C1084,AS27132,1.0
2016-04-01,2016-04-01,C1084,AS27132,16.0
2016-05-01,2016-05-01,C1084,AS27132,1.0
2016-06-01,2016-06-01,C1084,AS27132,11.0
2016-07-01,2016-07-01,C1084,AS27132,31.0
2016-08-01,2016-08-01,C1084,AS27132,18.0
2016-09-01,2016-09-01,C1084,AS27132,22.0
2016-10-01,2016-10-01,C1084,AS27132,8.0
2016-11-01,2016-11-01,C1084,AS27132,17.0
2016-12-01,2016-12-01,C1084,AS27132,7.0
2017-01-01,2017-01-01,C1084,AS27132,8.0
2017-02-01,2017-02-01,C1084,AS27132,19.0
2017-03-01,2017-03-01,C1084,AS27132,18.0
2017-04-01,2017-04-01,C1084,AS27132,6.0
2017-05-01,2017-05-01,C1084,AS27132,22.0
2017-06-01,2017-06-01,C1084,AS27132,19.0
2017-07-01,2017-07-01,C1084,AS27132,12.0
2017-08-01,2017-08-01,C1084,AS27132,21.0
2017-09-01,2017-09-01,C1084,AS27132,15.0
2017-10-01,2017-10-01,C1084,AS27132,12.0
2017-11-01,2017-11-01,C1084,AS27132,6.0
2017-12-01,2017-12-01,C1084,AS27132,11.0
2018-01-01,2018-01-01,C1084,AS27132,20.0
2018-02-01,2018-02-01,C1084,AS27132,20.0
2018-03-01,2018-03-01,C1084,AS27132,30.0
2018-04-01,2018-04-01,C1084,AS27132,23.0
2018-05-01,2018-05-01,C1084,AS27132,32.0
2018-06-01,2018-06-01,C1084,AS27132,1.0
2018-07-01,2018-07-01,C1084,AS27132,13.0
2018-08-01,2018-08-01,C1084,AS27132,1.0
2018-09-01,2018-09-01,C1084,AS27132,6.0
2016-01-01,2016-01-01,C1084,AS27133,1.0
2016-02-01,2016-02-01,C1084,AS27133,1.0
2016-03-01,2016-03-01,C1084,AS27133,1.0
2016-04-01,2016-04-01,C1084,AS27133,1.0
2016-05-01,2016-05-01,C1084,AS27133,1.0
2016-06-01,2016-06-01,C1084,AS27133,1.0
2016-07-01,2016-07-01,C1084,AS27133,1.0
2016-08-01,2016-08-01,C1084,AS27133,1.0
2016-09-01,2016-09-01,C1084,AS27133,26.0
2016-10-01,2016-10-01,C1084,AS27133,51.0
2016-11-01,2016-11-01,C1084,AS27133,79.0
2016-12-01,2016-12-01,C1084,AS27133,82.0
2017-01-01,2017-01-01,C1084,AS27133,92.0
2017-02-01,2017-02-01,C1084,AS27133,51.0
2017-03-01,2017-03-01,C1084,AS27133,104.0
2017-04-01,2017-04-01,C1084,AS27133,46.0
2017-05-01,2017-05-01,C1084,AS27133,78.0
2017-06-01,2017-06-01,C1084,AS27133,51.0
2017-07-01,2017-07-01,C1084,AS27133,1.0
2017-08-01,2017-08-01,C1084,AS27133,1.0
2017-09-01,2017-09-01,C1084,AS27133,51.0
2017-10-01,2017-10-01,C1084,AS27133,51.0
2017-11-01,2017-11-01,C1084,AS27133,51.0
2017-12-01,2017-12-01,C1084,AS27133,51.0
2018-01-01,2018-01-01,C1084,AS27133,51.0
2018-02-01,2018-02-01,C1084,AS27133,1.0
2018-03-01,2018-03-01,C1084,AS27133,1.0
2018-04-01,2018-04-01,C1084,AS27133,28.0
2018-05-01,2018-05-01,C1084,AS27133,24.0
2018-06-01,2018-06-01,C1084,AS27133,51.0
2018-07-01,2018-07-01,C1084,AS27133,87.0
2018-08-01,2018-08-01,C1084,AS27133,40.0
2018-09-01,2018-09-01,C1084,AS27133,51.0
2016-01-01,2016-01-01,C1084,AS27134,1.0
2016-02-01,2016-02-01,C1084,AS27134,1.0
2016-03-01,2016-03-01,C1084,AS27134,1.0
2016-04-01,2016-04-01,C1084,AS27134,1.0
2016-05-01,2016-05-01,C1084,AS27134,42.0
2016-06-01,2016-06-01,C1084,AS27134,93.0
2016-07-01,2016-07-01,C1084,AS27134,134.0
2016-08-01,2016-08-01,C1084,AS27134,76.0
2016-09-01,2016-09-01,C1084,AS27134,99.0
2016-10-01,2016-10-01,C1084,AS27134,62.0
2016-11-01,2016-11-01,C1084,AS27134,120.0
2016-12-01,2016-12-01,C1084,AS27134,69.0
2017-01-01,2017-01-01,C1084,AS27134,104.0
2017-02-01,2017-02-01,C1084,AS27134,65.0
2017-03-01,2017-03-01,C1084,AS27134,88.0
2017-04-01,2017-04-01,C1084,AS27134,62.0
2017-05-01,2017-05-01,C1084,AS27134,83.0
2017-06-01,2017-06-01,C1084,AS27134,58.0
2017-07-01,2017-07-01,C1084,AS27134,73.0
2017-08-01,2017-08-01,C1084,AS27134,81.0
2017-09-01,2017-09-01,C1084,AS27134,92.0
2017-10-01,2017-10-01,C1084,AS27134,58.0
2017-11-01,2017-11-01,C1084,AS27134,81.0
2017-12-01,2017-12-01,C1084,AS27134,72.0
2018-01-01,2018-01-01,C1084,AS27134,85.0
2018-02-01,2018-02-01,C1084,AS27134,66.0
2018-03-01,2018-03-01,C1084,AS27134,67.0
2018-04-01,2018-04-01,C1084,AS27134,79.0
2018-05-01,2018-05-01,C1084,AS27134,81.0
2018-06-01,2018-06-01,C1084,AS27134,52.0
2018-07-01,2018-07-01,C1084,AS27134,73.0
2018-08-01,2018-08-01,C1084,AS27134,54.0
2018-09-01,2018-09-01,C1084,AS27134,77.0
2016-01-01,2016-01-01,C1084,AS27137,23.0
2016-02-01,2016-02-01,C1084,AS27137,1.0
2016-03-01,2016-03-01,C1084,AS27137,36.0
2016-04-01,2016-04-01,C1084,AS27137,23.0
2016-05-01,2016-05-01,C1084,AS27137,27.0
2016-06-01,2016-06-01,C1084,AS27137,2.0
2016-07-01,2016-07-01,C1084,AS27137,1.0
2016-08-01,2016-08-01,C1084,AS27137,1.0
2016-09-01,2016-09-01,C1084,AS27137,1.0
2016-10-01,2016-10-01,C1084,AS27137,1.0
2016-11-01,2016-11-01,C1084,AS27137,1.0
2016-12-01,2016-12-01,C1084,AS27137,1.0
2017-01-01,2017-01-01,C1084,AS27137,1.0
2017-02-01,2017-02-01,C1084,AS27137,6.0
2017-03-01,2017-03-01,C1084,AS27137,14.0
2017-04-01,2017-04-01,C1084,AS27137,14.0
2017-05-01,2017-05-01,C1084,AS27137,9.0
2017-06-01,2017-06-01,C1084,AS27137,22.0
2017-07-01,2017-07-01,C1084,AS27137,17.0
2017-08-01,2017-08-01,C1084,AS27137,11.0
2017-09-01,2017-09-01,C1084,AS27137,7.0
2017-10-01,2017-10-01,C1084,AS27137,1.0
2017-11-01,2017-11-01,C1084,AS27137,9.0
2017-12-01,2017-12-01,C1084,AS27137,11.0
2018-01-01,2018-01-01,C1084,AS27137,21.0
2018-02-01,2018-02-01,C1084,AS27137,1.0
2018-03-01,2018-03-01,C1084,AS27137,8.0
2018-04-01,2018-04-01,C1084,AS27137,19.0
2018-05-01,2018-05-01,C1084,AS27137,14.0
2018-06-01,2018-06-01,C1084,AS27137,14.0
2018-07-01,2018-07-01,C1084,AS27137,21.0
2018-08-01,2018-08-01,C1084,AS27137,15.0
2018-09-01,2018-09-01,C1084,AS27137,17.0
2016-01-01,2016-01-01,C1084,AS27138,1.0
2016-02-01,2016-02-01,C1084,AS27138,1.0
2016-03-01,2016-03-01,C1084,AS27138,1.0
2016-04-01,2016-04-01,C1084,AS27138,1.0
2016-05-01,2016-05-01,C1084,AS27138,1.0
2016-06-01,2016-06-01,C1084,AS27138,1.0
2016-07-01,2016-07-01,C1084,AS27138,1.0
2016-08-01,2016-08-01,C1084,AS27138,1.0
2016-09-01,2016-09-01,C1084,AS27138,18.0
2016-10-01,2016-10-01,C1084,AS27138,33.0
2016-11-01,2016-11-01,C1084,AS27138,42.0
2016-12-01,2016-12-01,C1084,AS27138,20.0
2017-01-01,2017-01-01,C1084,AS27138,33.0
2017-02-01,2017-02-01,C1084,AS27138,32.0
2017-03-01,2017-03-01,C1084,AS27138,35.0
2017-04-01,2017-04-01,C1084,AS27138,17.0
2017-05-01,2017-05-01,C1084,AS27138,14.0
2017-06-01,2017-06-01,C1084,AS27138,21.0
2017-07-01,2017-07-01,C1084,AS27138,11.0
2017-08-01,2017-08-01,C1084,AS27138,11.0
2017-09-01,2017-09-01,C1084,AS27138,17.0
2017-10-01,2017-10-01,C1084,AS27138,35.0
2017-11-01,2017-11-01,C1084,AS27138,30.0
2017-12-01,2017-12-01,C1084,AS27138,4.0
2018-01-01,2018-01-01,C1084,AS27138,1.0
2018-02-01,2018-02-01,C1084,AS27138,1.0
2018-03-01,2018-03-01,C1084,AS27138,15.0
2018-04-01,2018-04-01,C1084,AS27138,27.0
2018-05-01,2018-05-01,C1084,AS27138,31.0
2018-06-01,2018-06-01,C1084,AS27138,32.0
2018-07-01,2018-07-01,C1084,AS27138,46.0
2018-08-01,2018-08-01,C1084,AS27138,40.0
2018-09-01,2018-09-01,C1084,AS27138,23.0
2016-01-01,2016-01-01,C1086,AS27000,24.0
2016-02-01,2016-02-01,C1086,AS27000,1.0
2016-03-01,2016-03-01,C1086,AS27000,1.0
2016-04-01,2016-04-01,C1086,AS27000,1.0
2016-05-01,2016-05-01,C1086,AS27000,1.0
2016-06-01,2016-06-01,C1086,AS27000,1.0
2016-07-01,2016-07-01,C1086,AS27000,1.0
2016-08-01,2016-08-01,C1086,AS27000,151.0
2016-09-01,2016-09-01,C1086,AS27000,169.0
2016-10-01,2016-10-01,C1086,AS27000,202.0
2016-11-01,2016-11-01,C1086,AS27000,168.0
2016-12-01,2016-12-01,C1086,AS27000,121.0
2017-01-01,2017-01-01,C1086,AS27000,123.0
2017-02-01,2017-02-01,C1086,AS27000,217.0
2017-03-01,2017-03-01,C1086,AS27000,155.0
2017-04-01,2017-04-01,C1086,AS27000,163.0
2017-05-01,2017-05-01,C1086,AS27000,169.0
2017-06-01,2017-06-01,C1086,AS27000,136.0
2017-07-01,2017-07-01,C1086,AS27000,188.0
2017-08-01,2017-08-01,C1086,AS27000,163.0
